time,open,high,low,close,volume
2025-05-07 13:20:00 EDT,113.9,114.05,113.77,114.0188,966836
2025-05-07 13:25:00 EDT,114.02,114.07,113.94,113.945,457970
2025-05-07 13:30:00 EDT,113.95,114.0,113.82,113.825,583650
2025-05-07 13:35:00 EDT,113.83,113.845,113.6,113.73,1202006
2025-05-07 13:40:00 EDT,113.729,113.729,113.58,113.5854,686911
2025-05-07 13:45:00 EDT,113.585,113.77,113.57,113.705,572362
2025-05-07 13:50:00 EDT,113.705,113.73,113.15,113.4,2099126
2025-05-07 13:55:00 EDT,113.4,113.47,113.17,113.335,1125390
2025-05-07 14:00:00 EDT,113.33,113.75,113.3,113.505,1460934
2025-05-07 14:05:00 EDT,113.49,113.52,112.51,112.6489,2576192
2025-05-07 14:10:00 EDT,112.64,112.95,112.6088,112.69,1819166
2025-05-07 14:15:00 EDT,112.685,112.8,112.2818,112.69,1851669
2025-05-07 14:20:00 EDT,112.68,112.98,112.6301,112.8,1504392
2025-05-07 14:25:00 EDT,112.8149,113.08,112.78,113.0001,1435447
2025-05-07 14:30:00 EDT,113.0,113.34,112.8001,113.2398,1445997
2025-05-07 14:35:00 EDT,113.24,113.43,113.09,113.32,1470880
2025-05-07 14:40:00 EDT,113.335,113.54,113.26,113.34,1197970
2025-05-07 14:45:00 EDT,113.345,113.46,112.77,113.0,1520599
2025-05-07 14:50:00 EDT,113.0,113.17,112.84,113.1,1077887
2025-05-07 14:55:00 EDT,113.12,113.825,113.12,113.76,1969784
2025-05-07 15:00:00 EDT,113.75,113.79,113.45,113.71,1207598
2025-05-07 15:05:00 EDT,113.7,113.88,113.54,113.7501,1332151
2025-05-07 15:10:00 EDT,113.75,113.8,113.44,113.685,1135817
2025-05-07 15:15:00 EDT,113.685,113.8,113.46,113.7982,1207748
2025-05-07 15:20:00 EDT,113.8,113.83,113.6,113.6484,987080
2025-05-07 15:25:00 EDT,113.645,113.65,113.15,113.235,1671775
2025-05-07 15:30:00 EDT,113.23,113.45,113.19,113.265,1145024
2025-05-07 15:35:00 EDT,113.27,113.87,113.215,113.85,1406720
2025-05-07 15:40:00 EDT,113.855,117.55,113.7801,116.9,20380152
2025-05-07 15:45:00 EDT,116.91,117.68,115.61,115.855,11499493
2025-05-07 15:50:00 EDT,115.86,116.35,114.8501,116.045,9115289
